experiment,scenario,method,hot,rate,repeat,sent,committed,admission_rejected,queue_timeout,client_error,completion_tps,latency_ms,latency_max_ms,mvcc_invalid,queue_wait_ms,fabric_ms,conflict_blocked,scd_selected,scd_edges,hot_key_rejected,ttl_expired
3,ablation,pacc-lpaac,100,500,4,10000,4375,5625,0,0,453.80286803412594,40.1609,2068.0,0,0.029485714285714285,74.19542857142856,0,0,0,0,0
3,ablation,pacc-lpaac,100,500,5,10000,4376,5624,0,0,453.9264639128461,40.8851,2066.0,0,0.030850091407678245,74.8050731261426,0,0,0,0,0
3,ablation,pacc-lpaac,100,500,6,10000,4345,5655,0,0,453.1448250860975,42.2734,2110.0,0,0.02991944764096663,76.16777905638665,0,0,0,0,0
3,ablation,pacc-lpaac,100,500,7,10000,4334,5666,0,0,453.8852578068264,40.0705,2051.0,0,0.02561144439317028,74.23142593447162,0,0,0,0,0
3,ablation,pacc-lpaac,100,500,8,10000,4328,5672,0,0,454.0707442219498,41.2113,2068.0,0,0.027726432532347505,76.48682994454714,0,0,0,0,0
3,ablation,pacc-lpaac,100,500,9,10000,4185,5815,0,0,452.2431259044863,41.9333,2136.0,0,0.03225806451612903,78.64348864994027,0,0,0,0,0
3,ablation,pacc-lpaac,100,500,10,10000,4236,5764,0,0,454.0707442219498,42.5057,2044.0,0,0.02667610953729934,78.8847969782814,0,0,0,0,0
3,ablation,traditional-lock,100,300,1,6000,1780,3230,990,0,239.37761819269898,1881.2986666666666,7929.0,0,2850.811797752809,436.9629213483146,0,0,0,0,0
3,ablation,traditional-lock,100,300,2,6000,1870,3165,965,0,239.97120345558534,1887.533,8018.0,0,2818.7443850267377,415.5224598930481,0,0,0,0,0
3,ablation,traditional-lock,100,300,3,6000,1996,3143,861,0,223.76370552696352,1870.1535,7228.0,0,2970.827154308617,393.04258517034066,0,0,0,0,0
3,ablation,traditional-lock,100,300,4,6000,1936,3202,860,2,221.4594175617318,1860.4585,7202.0,0,3016.526859504132,404.5361570247934,0,0,0,0,0
3,ablation,traditional-lock,100,300,5,6000,1777,3341,882,0,228.68468193772156,1826.6443333333334,7816.0,0,3047.1148002250984,433.6353404614519,0,0,0,0,0
3,ablation,traditional-lock,100,300,6,6000,1858,3287,855,0,227.47952684258416,1830.4451666666666,6908.0,0,2973.8471474703983,420.1318622174381,0,0,0,0,0
3,ablation,traditional-lock,100,300,7,6000,1848,3257,895,0,228.47568637904118,1860.2998333333333,7217.0,0,3045.152056277056,418.54816017316017,0,0,0,0,0
3,ablation,traditional-lock,100,300,8,6000,1840,3154,1006,0,228.07617744326606,1974.0201666666667,8385.0,0,2926.5010869565217,441.43695652173915,0,0,0,0,0
3,ablation,traditional-lock,100,300,9,6000,1947,3285,768,0,224.60133263457365,1812.4056666666668,6861.0,0,3113.039034411916,401.84386235233694,0,0,0,0,0
3,ablation,traditional-lock,100,300,10,6000,2048,3129,823,0,226.98040402511916,1851.4068333333332,7170.0,0,2952.72705078125,379.05859375,0,0,0,0,0
3,ablation,traditional-lock,100,500,1,10000,1978,7146,876,0,351.92679922576104,1166.0549,8887.0,0,3124.154196157735,411.4762386248736,0,0,0,0,0
3,ablation,traditional-lock,100,500,2,10000,1836,7133,1025,6,373.9296264443032,1183.0923,7151.0,0,3052.1029411764707,428.4520697167756,0,0,0,0,0
3,ablation,traditional-lock,100,500,3,10000,1866,7127,1007,0,355.20193229851174,1194.3598,8128.0,0,2982.5101822079314,432.2963558413719,0,0,0,0,0
3,ablation,traditional-lock,100,500,4,10000,1767,7224,1009,0,373.72000896928023,1171.2222,7202.0,0,3032.9343520090547,438.36559139784947,0,0,0,0,0
3,ablation,traditional-lock,100,500,5,10000,1780,7244,976,0,398.96269698783163,1178.4528,7823.0,0,3093.643820224719,431.7129213483146,0,0,0,0,0
3,ablation,traditional-lock,100,500,6,10000,1788,7240,972,0,372.71710771524414,1162.5445,7808.0,0,3002.346196868009,435.1493288590604,0,0,0,0,0
3,ablation,traditional-lock,100,500,7,10000,1739,7250,1011,0,381.1701924909472,1162.0632,7050.0,0,3051.401955146636,443.95917193789535,0,0,0,0,0
3,ablation,traditional-lock,100,500,8,10000,1797,7258,945,0,373.91564463057136,1150.5625,7295.0,0,3110.087367835281,428.4045631608236,0,0,0,0,0
3,ablation,traditional-lock,100,500,9,10000,1781,7254,965,0,370.32922267896157,1168.7026,7298.0,0,3054.8068500842223,430.9135317237507,0,0,0,0,0
3,ablation,traditional-lock,100,500,10,10000,1815,7237,948,0,376.50602409638554,1170.794,7094.0,0,3166.9168044077137,425.1592286501377,0,0,0,0,0
4,default-policy,pa-vscd,100,300,1,6000,4394,1606,0,0,225.3859734795838,575.4616666666667,9055.0,0,518.5776058261265,136.7997269003186,1090557,4394,2094,5,26
4,default-policy,pa-vscd,100,300,2,6000,4441,1559,0,0,209.7462070894218,580.3081666666667,9301.0,0,504.16280117090747,135.03355100202657,1044016,4441,2267,3,23
4,default-policy,pa-vscd,100,300,3,6000,4479,1521,0,0,208.51433536055606,656.5911666666667,10839.0,0,503.93770931011386,132.19133735208752,1047346,4479,1842,4,16
4,default-policy,pa-vscd,100,300,4,6000,4402,1598,0,0,209.9296735593576,542.3296666666666,11438.0,0,527.3909586551567,132.32553384825079,1066914,4402,2154,18,20
4,default-policy,pa-vscd,100,300,5,6000,4068,1932,0,0,242.81667341157424,521.5073333333333,6713.0,0,567.4456735496558,136.28883972468043,1043516,4068,1712,14,21
4,default-policy,pa-vscd,100,300,6,6000,3948,2052,0,0,218.5473883587091,522.8593333333333,8125.0,0,592.153242147923,141.03571428571428,1026833,3948,1728,6,16
4,default-policy,pa-vscd,100,300,7,6000,3951,2049,0,0,216.63778162911612,534.6366666666667,8085.0,0,592.6674259681093,148.27841052898,991954,3951,1647,7,22
4,default-policy,pa-vscd,100,300,8,6000,3869,2131,0,0,204.15801830616897,692.7331666666666,9551.0,0,649.3052468338071,159.23235978288963,1001428,3869,1761,8,49
4,default-policy,pa-vscd,100,300,9,6000,3494,2503,0,3,218.2373695122395,813.1165,10196.0,0,656.164281625644,167.5684029765312,940891,3494,1244,7,48
4,default-policy,pa-vscd,100,300,10,6000,2977,3023,0,0,225.17451024544022,720.2551666666667,6890.0,0,715.215317433658,199.1417534430635,846258,2977,1042,7,65
4,default-policy,pa-vscd,100,500,1,10000,3338,6662,0,0,373.14825180044033,922.0193,12426.0,0,695.9319952067106,175.70191731575795,883005,3338,1763,145,54
4,default-policy,pa-vscd,100,500,2,10000,3388,6612,0,0,373.0508095202566,890.0381,9042.0,0,713.6289846517119,169.3698347107438,887972,3388,1843,49,31
4,default-policy,pa-vscd,100,500,3,10000,3268,6732,0,0,374.44768965775484,968.3133,9512.0,0,710.6536107711138,179.77998776009792,914138,3268,1544,64,47
4,default-policy,pa-vscd,100,500,4,10000,3761,6239,0,0,373.9995512005386,667.0427,7040.0,0,646.5245945227333,153.5567668173358,1053739,3761,1652,83,29
4,default-policy,pa-vscd,100,500,5,10000,2850,7150,0,0,374.9531308586426,1617.5099,14439.0,0,801.2101754385965,202.64771929824562,748160,2850,1432,61,54
4,default-policy,pa-vscd,100,500,6,10000,3806,6194,0,0,372.8282752963985,348.2178,7016.0,0,646.1802417235943,150.14503415659485,1045937,3806,1656,67,21
4,default-policy,pa-vscd,100,500,7,10000,3810,6190,0,0,359.8287215285524,338.6664,9830.0,0,645.7018372703412,150.5041994750656,1069738,3810,1742,92,18
4,default-policy,pa-vscd,100,500,8,10000,3949,6051,0,0,389.3322951138797,343.569,7831.0,0,623.1625728032413,147.04659407444922,1142014,3949,1864,110,24
4,default-policy,pa-vscd,100,500,9,10000,3789,6211,0,0,394.3217665615142,374.5074,6955.0,0,676.3021905515967,163.16838215888097,1044342,3789,1702,86,50
4,default-policy,pa-vscd,100,500,10,10000,3573,6427,0,0,331.5100281783524,472.5091,9875.0,0,740.6739434648755,186.83347327176043,955629,3573,1870,64,51
4,default-policy,traditional-lock,100,300,1,6000,1926,3259,815,0,223.16447221602323,1854.7951666666668,7277.0,0,3168.967289719626,404.15316718587746,0,0,0,0,0
4,default-policy,traditional-lock,100,300,2,6000,1902,3145,953,0,216.7238576846668,1921.5068333333334,9702.0,0,2926.730283911672,431.3522607781283,0,0,0,0,0
4,default-policy,traditional-lock,100,300,3,6000,1546,3599,855,0,222.68408551068885,1766.9753333333333,7204.0,0,3331.0879689521344,464.66364812419147,0,0,0,0,0
4,default-policy,traditional-lock,100,300,4,6000,1700,3287,1013,0,247.1576866040534,1871.6175,8079.0,0,3005.2047058823528,447.0847058823529,0,0,0,0,0
4,default-policy,traditional-lock,100,300,5,6000,1786,3145,1069,0,216.3721601153985,1977.9365,8012.0,0,2984.874020156775,455.3342665173572,0,0,0,0,0
4,default-policy,traditional-lock,100,300,6,6000,1808,3238,953,1,227.6176024279211,1847.8515,7723.0,0,2867.908738938053,429.0945796460177,0,0,0,0,0
4,default-policy,traditional-lock,100,300,7,6000,1656,3324,1020,0,224.08963585434174,1934.3388333333332,8082.0,0,3055.0778985507245,475.0072463768116,0,0,0,0,0
4,default-policy,traditional-lock,100,300,8,6000,1649,3378,973,0,229.85863693828296,1826.486,8124.0,0,2948.56640388114,466.077622801698,0,0,0,0,0
4,default-policy,traditional-lock,100,300,9,6000,1747,3305,948,0,227.44503411675512,1823.2973333333334,7136.0,0,2850.42014882656,445.48425872925014,0,0,0,0,0
4,default-policy,traditional-lock,100,300,10,6000,1729,3296,975,0,225.2336799429408,1856.6576666666667,8036.0,0,2905.688837478311,456.4945054945055,0,0,0,0,0
4,default-policy,traditional-lock,100,500,1,10000,1678,7289,1033,0,382.39455470154104,1231.1629,7871.0,0,3122.532777115614,456.59058402860546,0,0,0,0,0
4,default-policy,traditional-lock,100,500,2,10000,1724,7296,980,0,377.23037458976194,1179.6753,8155.0,0,2965.7807424593966,441.9907192575406,0,0,0,0,0
4,default-policy,traditional-lock,100,500,3,10000,1716,7276,1008,0,372.61989044975223,1181.3653,7081.0,0,3063.624125874126,450.4195804195804,0,0,0,0,0
4,default-policy,traditional-lock,100,500,4,10000,1807,7240,953,0,373.63622776864446,1177.2845,7144.0,0,3246.798561151079,430.95738793580523,0,0,0,0,0
4,default-policy,traditional-lock,100,500,5,10000,1978,7129,893,0,376.47767487387995,1145.5249,7178.0,0,3052.8437815975735,391.0753286147624,0,0,0,0,0
4,default-policy,traditional-lock,100,500,6,10000,1988,7112,900,0,341.02922620468576,1149.0396,10020.0,0,3012.914989939638,399.1504024144869,0,0,0,0,0
4,default-policy,traditional-lock,100,500,7,10000,1828,7114,1056,2,374.0415186085656,1205.0221,7256.0,0,3081.8134573304155,436.55908096280086,0,0,0,0,0
4,default-policy,traditional-lock,100,500,8,10000,1707,7309,984,0,396.8253968253968,1139.5586,7652.0,0,3012.0251903925014,434.5026362038664,0,0,0,0,0
4,default-policy,traditional-lock,100,500,9,10000,1703,7320,977,0,361.8992472495657,1110.0999,7506.0,0,2944.030534351145,440.23253082795065,0,0,0,0,0
4,default-policy,traditional-lock,100,500,10,10000,1758,7228,1014,0,377.2873042822109,1175.354,7575.0,0,3015.1359499431173,441.8919226393629,0,0,0,0,0
4,or-policy,pa-vscd,100,300,1,6000,3879,2121,0,0,242.600679281902,742.308,6530.0,0,581.6896107244135,143.78628512503224,999834,3879,1670,10,38
4,or-policy,pa-vscd,100,300,2,6000,3987,2013,0,0,224.9803142225055,614.9396666666667,9552.0,0,589.4068221720592,139.70504138449962,1019439,3987,1955,2,18
4,or-policy,pa-vscd,100,300,3,6000,3860,2140,0,0,242.74790629930817,731.9783333333334,6822.0,0,565.7963730569949,144.85051813471503,987383,3860,1439,7,38
4,or-policy,pa-vscd,100,300,4,6000,4020,1980,0,0,225.02250225022502,693.8865,7394.0,0,554.6156716417911,143.9634328358209,991602,4020,1525,7,35
4,or-policy,pa-vscd,100,300,5,6000,4019,1981,0,0,243.38796040889176,749.1728333333333,8418.0,0,556.4560836028863,141.69793480965413,962380,4019,1801,9,28
4,or-policy,pa-vscd,100,300,6,6000,4083,1917,0,0,264.4686384272932,698.4908333333333,6497.0,0,552.3639480773941,137.24418319862846,1006575,4083,1815,9,27
4,or-policy,pa-vscd,100,300,7,6000,4159,1841,0,0,224.73593527605064,713.3751666666667,6838.0,0,537.8684779995191,137.3724452993508,985638,4159,1684,2,24
4,or-policy,pa-vscd,100,300,8,6000,4280,1720,0,0,224.2822966507177,695.6573333333333,8453.0,0,531.0932242990655,137.6983644859813,1023615,4280,1685,9,21
4,or-policy,pa-vscd,100,300,9,6000,4087,1913,0,0,225.8185923974407,554.1891666666667,6998.0,0,556.884267188647,138.25813555174946,998288,4087,1533,6,24
4,or-policy,pa-vscd,100,300,10,6000,4252,1748,0,0,209.2269065801862,761.2128333333334,9866.0,0,543.6817968015051,134.1780338664158,1069772,4252,1829,8,24
4,or-policy,pa-vscd,100,500,1,10000,4459,5541,0,0,373.8737054622948,334.857,6951.0,0,554.6956716752635,128.1904014352994,1219071,4459,2147,61,15
4,or-policy,pa-vscd,100,500,2,10000,4694,5306,0,0,337.9748546708125,336.5498,9778.0,0,527.473583297827,122.1985513421389,1338970,4694,2054,68,15
4,or-policy,pa-vscd,100,500,3,10000,4595,5405,0,0,344.98223341497913,423.7905,9224.0,0,583.9701849836779,136.92992383025026,1283736,4595,1909,74,24
4,or-policy,pa-vscd,100,500,4,10000,4282,5718,0,0,364.49790413705125,689.0839,9982.0,0,589.3921064922934,143.86641756188698,1231482,4282,1935,80,29
4,or-policy,pa-vscd,100,500,5,10000,4030,5970,0,0,374.72832196657424,459.5363,7840.0,0,593.3290322580646,138.60669975186104,1165008,4030,1795,43,27
4,or-policy,pa-vscd,100,500,6,10000,4061,5939,0,0,373.8597278301181,574.9535,7706.0,0,588.1901009603546,145.83895592218664,1140426,4061,1735,74,31
4,or-policy,pa-vscd,100,500,7,10000,4039,5961,0,0,375.06563648638513,615.4479,8203.0,0,568.3263183956425,143.8479821738054,1145119,4039,1682,37,52
4,or-policy,pa-vscd,100,500,8,10000,4009,5991,0,0,374.0974898058434,593.5993,6877.0,0,594.9875280618608,135.3634322773759,1155663,4009,1800,40,27
4,or-policy,pa-vscd,100,500,9,10000,4126,5874,0,0,404.4816567568661,676.2308,8143.0,0,574.0019389238972,138.3204071740184,1149201,4126,1762,44,30
4,or-policy,pa-vscd,100,500,10,10000,4192,5808,0,0,375.78445003945734,682.4198,7898.0,0,565.4530057251908,141.1114026717557,1153020,4192,1940,74,35
4,or-policy,traditional-lock,100,300,1,6000,1736,3470,794,0,223.44704305079696,1809.0211666666667,7248.0,0,3320.644585253456,437.89400921658984,0,0,0,0,0
4,or-policy,traditional-lock,100,300,2,6000,2048,3095,857,0,226.5176683781335,1861.678,6777.0,0,2923.71923828125,382.2958984375,0,0,0,0,0
4,or-policy,traditional-lock,100,300,3,6000,1862,3139,999,0,220.6693637366679,1939.041,9819.0,0,2878.7851772287863,432.30558539205157,0,0,0,0,0
4,or-policy,traditional-lock,100,300,4,6000,1913,3098,989,0,226.06533288120266,1909.9823333333334,7215.0,0,2842.954521693675,406.10297961317303,0,0,0,0,0
4,or-policy,traditional-lock,100,300,5,6000,1917,3130,953,0,226.3382247538572,1841.2688333333333,7844.0,0,2730.376108502869,402.06833594157536,0,0,0,0,0
4,or-policy,traditional-lock,100,300,6,6000,1858,3180,962,0,224.41651705565528,1878.0331666666666,7963.0,0,2846.297093649085,423.967707212056,0,0,0,0,0
4,or-policy,traditional-lock,100,300,7,6000,1828,3201,971,0,225.5978342607911,1854.0201666666667,7216.0,0,2805.4868708971553,427.86706783369806,0,0,0,0,0
4,or-policy,traditional-lock,100,300,8,6000,1966,3115,919,0,229.04260192395785,1862.3056666666666,8007.0,0,2794.401831129196,391.10274669379453,0,0,0,0,0
4,or-policy,traditional-lock,100,300,9,6000,1699,3320,981,0,226.89456965663288,1849.7205,7811.0,0,2937.4414361389054,461.81930547380813,0,0,0,0,0
4,or-policy,traditional-lock,100,300,10,6000,1868,3211,921,0,226.79165406713034,1866.5158333333334,7958.0,0,2908.7805139186294,417.27730192719486,0,0,0,0,0
4,or-policy,traditional-lock,100,500,1,10000,1816,7229,955,0,372.1484127870195,1175.4016,7801.0,0,3091.4267621145373,425.58314977973566,0,0,0,0,0
4,or-policy,traditional-lock,100,500,2,10000,1689,7311,1000,0,380.64786266225116,1178.1328,7004.0,0,3045.321492007105,458.56542332741265,0,0,0,0,0
4,or-policy,traditional-lock,100,500,3,10000,1799,7207,994,0,374.3215422047539,1206.9479,6794.0,0,3130.901056142301,434.43635352973877,0,0,0,0,0
4,or-policy,traditional-lock,100,500,4,10000,1746,7386,868,0,367.86344908769865,1185.074,7304.0,0,3420.4450171821304,441.7926689576174,0,0,0,0,0
4,or-policy,traditional-lock,100,500,5,10000,1985,7112,903,0,374.784498913125,1147.3011,6890.0,0,3046.082115869018,387.74307304785896,0,0,0,0,0
4,or-policy,traditional-lock,100,500,6,10000,1973,7076,951,0,357.564272177924,1168.2365,9777.0,0,2934.888494678155,406.98327420172325,0,0,0,0,0
4,or-policy,traditional-lock,100,500,7,10000,1818,7137,1045,0,379.0894271958755,1186.4701,8308.0,0,3001.54400440044,429.8267326732673,0,0,0,0,0
4,or-policy,traditional-lock,100,500,8,10000,1899,7063,1038,0,364.8303538854433,1207.4087,7478.0,0,2937.5803054239072,427.0321221695629,0,0,0,0,0
4,or-policy,traditional-lock,100,500,9,10000,1839,7159,1002,0,376.4209892343597,1178.307,7709.0,0,2954.8520935290917,426.494834148994,0,0,0,0,0
4,or-policy,traditional-lock,100,500,10,10000,1786,7226,988,0,374.5037824882031,1163.569,7305.0,0,2971.014557670773,428.80795072788356,0,0,0,0,0
5,batch10-timeout2s,pa-vscd,100,300,1,6000,3327,2673,0,0,223.16447221602323,577.4866666666667,7044.0,0,709.9720468890893,173.06251878569282,886754,3327,1432,13,27
5,batch10-timeout2s,pa-vscd,100,300,2,6000,3587,2413,0,0,241.08972555952906,531.175,7010.0,0,647.4524672428213,156.3891831614162,948757,3587,1499,14,26
5,batch10-timeout2s,pa-vscd,100,300,3,6000,3628,2369,0,3,241.17694348420292,531.9278333333333,6644.0,0,647.2814222712238,156.13037486218303,922332,3628,1546,10,20
5,batch10-timeout2s,pa-vscd,100,300,4,6000,3537,2463,0,0,232.68440238889318,539.3433333333334,6817.0,0,656.6454622561492,160.16595985298275,935039,3537,1424,18,28
5,batch10-timeout2s,pa-vscd,100,300,5,6000,3778,2222,0,0,220.15924852309837,555.0051666666667,7073.0,0,644.8403917416623,158.43012175754367,975222,3778,1608,1,19
5,batch10-timeout2s,pa-vscd,100,300,6,6000,3920,2080,0,0,224.00597349262648,563.7328333333334,7010.0,0,597.4395408163265,148.3206632653061,1012415,3920,1666,11,25
5,batch10-timeout2s,pa-vscd,100,300,7,6000,3408,2592,0,0,241.75027196905597,569.3205,6369.0,0,673.1402582159625,162.79518779342723,941782,3408,1141,15,30
5,batch10-timeout2s,pa-vscd,100,300,8,6000,3669,2331,0,0,241.27392633102784,559.9693333333333,6278.0,0,641.2641046606705,155.52657399836468,936170,3669,1668,12,18
5,batch10-timeout2s,pa-vscd,100,300,9,6000,3488,2512,0,0,222.857779593656,551.039,6980.0,0,671.9870986238532,164.84719036697248,951612,3488,1418,22,31
5,batch10-timeout2s,pa-vscd,100,300,10,6000,3474,2526,0,0,224.14823670053795,574.2438333333333,7069.0,0,669.7892918825561,168.8385146804836,963824,3474,1251,6,33
5,batch10-timeout2s,pa-vscd,100,500,1,10000,3473,6527,0,0,373.14825180044033,351.4965,7021.0,0,691.1148862654766,162.10538439389578,991468,3473,1559,40,32
5,batch10-timeout2s,pa-vscd,100,500,2,10000,3508,6492,0,0,391.83417577681126,358.6354,7343.0,0,682.3714367160775,166.96636259977194,932209,3508,1620,76,39
5,batch10-timeout2s,pa-vscd,100,500,3,10000,3443,6557,0,0,392.0799843168006,357.5568,7449.0,0,692.2767934940459,170.18268951495787,910390,3443,1687,77,34
5,batch10-timeout2s,pa-vscd,100,500,4,10000,4024,5976,0,0,371.774853148933,342.2478,7097.0,0,608.0598906560637,141.41053677932405,1115621,4024,1964,81,25
5,batch10-timeout2s,pa-vscd,100,500,5,10000,4016,5984,0,0,373.8178012036933,343.1926,6903.0,0,608.9546812749004,140.84437250996015,1101465,4016,2083,75,25
5,batch10-timeout2s,pa-vscd,100,500,6,10000,4089,5911,0,0,403.86091030249185,337.3354,6984.0,0,601.8153582783076,136.2460259232086,1135476,4089,1722,58,15
5,batch10-timeout2s,pa-vscd,100,500,7,10000,4355,5645,0,0,374.195479718605,340.6735,6963.0,0,571.9609644087257,129.5019517795637,1211708,4355,1851,40,15
5,batch10-timeout2s,pa-vscd,100,500,8,10000,4192,5808,0,0,375.3612852370407,341.8655,6787.0,0,595.6068702290077,138.66626908396947,1188622,4192,1857,88,17
5,batch10-timeout2s,pa-vscd,100,500,9,10000,4373,5627,0,0,374.86879592142753,340.5803,7038.0,0,567.2423965241253,132.0171506974617,1258273,4373,1951,88,25
5,batch10-timeout2s,pa-vscd,100,500,10,10000,4571,5426,0,3,372.3146803678469,338.2742,7001.0,0,533.1505141106978,126.37037847298184,1289050,4571,2119,66,30
5,batch10-timeout2s,traditional-lock,100,300,1,6000,1893,3257,850,0,198.74130506790328,1880.781,10216.0,0,3217.230850501849,417.7934495509773,0,0,0,0,0
5,batch10-timeout2s,traditional-lock,100,300,2,6000,1767,3195,1038,0,219.04205607476635,1965.852,7235.0,0,3089.160724391624,457.7283531409168,0,0,0,0,0
5,batch10-timeout2s,traditional-lock,100,300,3,6000,1748,3293,959,0,235.34949399858792,1775.692,8441.0,0,2726.746567505721,426.0308924485126,0,0,0,0,0
5,batch10-timeout2s,traditional-lock,100,300,4,6000,1829,3183,988,0,224.2822966507177,1885.4708333333333,8283.0,0,2690.8824494259156,430.58283214871517,0,0,0,0,0
5,batch10-timeout2s,traditional-lock,100,300,5,6000,1817,3204,979,0,225.44525437739534,1884.2661666666668,7972.0,0,2885.8635112823335,431.0632911392405,0,0,0,0,0
5,batch10-timeout2s,traditional-lock,100,300,6,6000,1907,3132,961,0,228.85040811656114,1863.1808333333333,7378.0,0,2754.1520713162035,403.2485579444153,0,0,0,0,0
5,batch10-timeout2s,traditional-lock,100,300,7,6000,1796,3247,957,0,224.32422327737692,1870.1253333333334,8249.0,0,2807.2104677060133,435.1236080178174,0,0,0,0,0
5,batch10-timeout2s,traditional-lock,100,300,8,6000,1817,3214,969,0,225.4029076975093,1832.301,7328.0,0,2735.0842047330766,430.40286186020916,0,0,0,0,0
5,batch10-timeout2s,traditional-lock,100,300,9,6000,1867,3214,919,0,223.08979364194087,1871.8668333333333,7149.0,0,2989.429566148902,419.00428494911625,0,0,0,0,0
5,batch10-timeout2s,traditional-lock,100,300,10,6000,1785,3307,908,0,226.31261315630658,1927.192,7363.0,0,3058.996638655462,434.4795518207283,0,0,0,0,0
5,batch10-timeout2s,traditional-lock,100,500,1,10000,1798,7227,975,0,377.7719013259794,1178.9148,7064.0,0,2964.8003337041155,431.21802002224695,0,0,0,0,0
5,batch10-timeout2s,traditional-lock,100,500,2,10000,1758,7238,1004,0,370.17842600133264,1191.1511,7265.0,0,3161.5602957906713,443.30318543799774,0,0,0,0,0
5,batch10-timeout2s,traditional-lock,100,500,3,10000,1878,7294,828,0,374.6721618583739,1110.1006,7286.0,0,3088.3418530351437,408.290202342918,0,0,0,0,0
5,batch10-timeout2s,traditional-lock,100,500,4,10000,1869,7191,940,0,373.9296264443032,1153.4898,7224.0,0,3112.353130016051,415.4071696094168,0,0,0,0,0
5,batch10-timeout2s,traditional-lock,100,500,5,10000,1824,7145,1031,0,366.93208087183064,1193.0632,8192.0,0,3015.7269736842104,442.3930921052632,0,0,0,0,0
5,batch10-timeout2s,traditional-lock,100,500,6,10000,1823,7126,1051,0,345.38735191517287,1193.5544,7881.0,0,2978.2276467361494,437.11958310477235,0,0,0,0,0
5,batch10-timeout2s,traditional-lock,100,500,7,10000,1730,7195,1075,0,401.3002126891127,1197.4479,7884.0,0,2987.6040462427745,443.73757225433525,0,0,0,0,0
5,batch10-timeout2s,traditional-lock,100,500,8,10000,1928,7148,924,0,380.0547278808148,1158.2253,6900.0,0,3062.3760373443984,399.5746887966805,0,0,0,0,0
5,batch10-timeout2s,traditional-lock,100,500,9,10000,1796,7218,986,0,372.61989044975223,1185.6475,7348.0,0,3057.7154788418707,432.1575723830735,0,0,0,0,0
5,batch10-timeout2s,traditional-lock,100,500,10,10000,1838,7235,927,0,371.2917239074741,1151.3035,7319.0,0,3196.239934711643,421.3248095756257,0,0,0,0,0
5,batch5-timeout1s,pa-vscd,100,300,1,6000,4075,1925,0,0,288.72527789808,587.0598333333334,5082.0,0,583.7803680981596,137.76588957055213,1038693,4075,1736,5,14
5,batch5-timeout1s,pa-vscd,100,300,2,6000,4272,1728,0,0,275.68461679838265,540.5183333333333,5158.0,0,545.6378745318352,134.32279962546818,1109878,4272,1618,6,26
5,batch5-timeout1s,pa-vscd,100,300,3,6000,4092,1908,0,0,274.6623941405356,565.5078333333333,5071.0,0,583.9560117302053,139.8880742913001,1046793,4092,1857,9,17
5,batch5-timeout1s,pa-vscd,100,300,4,6000,4305,1695,0,0,262.9733520336606,539.6291666666667,5069.0,0,556.8740998838559,131.95632984901277,1124824,4305,1872,20,15
5,batch5-timeout1s,pa-vscd,100,300,5,6000,3974,2026,0,0,275.115777889862,547.4928333333334,5845.0,0,589.5050327126321,144.46552591847006,1008695,3974,1900,13,30
5,batch5-timeout1s,pa-vscd,100,300,6,6000,4185,1815,0,0,251.73064820641912,570.8926666666666,5522.0,0,567.7120669056153,137.3772998805257,1053755,4185,2017,8,18
